city,propertyUrl,zestimate,price,zipcode,beds,priceHistory,state,street,baths,sqfts,ownerPhone
Kirkland,http://www.zillow.com/homedetails/12229-100th-Ave-NE-Kirkland-WA-98034/63336466_zpid/,"$189,618",,98034,1 bed,,WA,12229 100th Ave NE,1 bath,655 sqft,
Everett,http://www.zillow.com/homedetails/12616-48th-Dr-SE-Everett-WA-98208/38560727_zpid/,"$260,076",,98208,4 beds,,WA,12616 48th Dr SE,2.5 baths,"1,459 sqft",
Seattle,http://www.zillow.com/homedetails/323-N-46th-St-Seattle-WA-98103/49139723_zpid/,"$685,273","$749,000",98103,6 beds,,WA,323 N 46th St,2 baths,"2,580 sqft",
Chicago,http://www.zillow.com/homedetails/1712-N-Wood-St-APT-1W-Chicago-IL-60622/62011235_zpid/,"$603,401","$495,000",60622,2 beds,,IL,1712 N Wood St APT 1W,3 baths,"1,600 sqft",
Edmonds,http://www.zillow.com/homedetails/7516-218th-St-SW-APT-4-Edmonds-WA-98026/38562378_zpid/,"$160,722",,98026,3 beds,,WA,7516 218th St SW APT 4,2 baths,"1,178 sqft",
Seattle,http://www.zillow.com/homedetails/1400-Hubbell-Pl-APT-1112-Seattle-WA-98101/58383114_zpid/,"$246,383","$349,000",98101,1 bed,,WA,1400 Hubbell Pl APT 1112,1 bath,572 sqft,
Seattle,http://www.zillow.com/homedetails/911-Nob-Hill-Ave-N-Seattle-WA-98109/48963596_zpid/,"$662,966","$1,300,000",98109,3 beds,,WA,911 Nob Hill Ave N,2 baths,"1,609 sqft",
Chicago,http://www.zillow.com/homedetails/2358-S-Marshall-Blvd-R2-Chicago-IL-60623/2104744843_zpid/,"$135,135","$87,237",60623,1 bed,,IL,2358 S Marshall Blvd # R2,1 bath,750 sqft,(541) 619-5571 
Romeoville,http://www.zillow.com/homedetails/281-S-Oak-Creek-Ln-Romeoville-IL-60446/72605414_zpid/,"$122,364",,60446,3 beds,,IL,281 S Oak Creek Ln,1 bath,"1,600 sqft",
Lynnwood,http://www.zillow.com/homedetails/21025-Locust-Way-Lynnwood-WA-98036/38471760_zpid/,"$363,995","$385,000",98036,3 beds,,WA,21025 Locust Way,2 baths,"1,128 sqft",
Mount Vernon,http://www.zillow.com/homedetails/424-S-18th-St-Mount-Vernon-IL-62864/84790758_zpid/,"$36,780","$45,000",62864,3 beds,,IL,424 S 18th St,1 bath,"1,250 sqft",
Wilmington,http://www.zillow.com/homedetails/309-Derby-Ct-Wilmington-IL-60481/89585833_zpid/,"$187,583",,60481,3 beds,,IL,309 Derby Ct,2.5 baths,"2,100 sqft",
Plainfield,http://www.zillow.com/homedetails/2409-Leckrone-Dr-Plainfield-IL-60586/5359450_zpid/,"$151,885",,60586,3 beds,,IL,2409 Leckrone Dr,3 baths,"1,264 sqft",
Tinley Park,http://www.zillow.com/homedetails/16036-84th-Pl-Tinley-Park-IL-60487/4192933_zpid/,"$257,608","$239,000",60487,3 beds,,IL,16036 84th Pl,2 baths,"1,340 sqft",
Elk Grove Village,http://www.zillow.com/homedetails/720-Wellington-Ave-UNIT-218-Elk-Grove-Village-IL-60007/3462472_zpid/,"$125,510","$130,000",60007,2 beds,,IL,720 Wellington Ave UNIT 218,2 baths,"1,100 sqft",
Belleville,http://www.zillow.com/homedetails/1427-Vicksburg-Dr-Belleville-IL-62221/5279709_zpid/,"$90,296","$108,000",62221,3 beds,,IL,1427 Vicksburg Dr,2 baths,"1,650 sqft",
Des Plaines,http://www.zillow.com/homedetails/1121-Kylemore-Ct-Des-Plaines-IL-60016/3328634_zpid/,"$496,816","$575,000",60016,4 beds,,IL,1121 Kylemore Ct,3.5 baths,"2,800 sqft",
Naperville,http://www.zillow.com/homedetails/1703-Ada-Ct-Naperville-IL-60540/4514790_zpid/,"$586,823","$649,900",60540,5 beds,,IL,1703 Ada Ct,5 baths,"4,000 sqft",
Joliet,http://www.zillow.com/homedetails/1310-Bassett-Dr-Joliet-IL-60431/68154712_zpid/,"$147,192",,60431,3 beds,,IL,1310 Bassett Dr,2 baths,"1,264 sqft",
Decatur,http://www.zillow.com/homedetails/2852-Grove-Ct-Decatur-IL-62521/91368086_zpid/,"$86,754","$118,900",62521,2 beds,,IL,2852 Grove Ct,1.75 baths,"1,600 sqft",(217) 855-7888 
Chicago,http://www.zillow.com/homedetails/1507-W-Birchwood-Ave-APT-2B-Chicago-IL-60626/3568453_zpid/,"$159,287","$180,000",60626,2 beds,,IL,1507 W Birchwood Ave APT 2B,1.5 baths,"1,100 sqft",
Peoria,http://www.zillow.com/homedetails/10025-N-Spring-Ln-Peoria-IL-61615/5107520_zpid/,"$165,123","$159,900",61615,3 beds,,IL,10025 N Spring Ln,1.5 baths,"1,736 sqft",
Chicago,http://www.zillow.com/homedetails/1724-N-Winnebago-Ave-APT-C-Chicago-IL-60647/49815473_zpid/,"$448,792","$450,000",60647,2 beds,,IL,1724 N Winnebago Ave APT C,2 baths,"1,600 sqft",
Riverside,http://www.zillow.com/homedetails/3742-Gladstone-Ave-Riverside-IL-60546/80814700_zpid/,"$402,622","$455,000",60546,4 beds,,IL,3742 Gladstone Ave,3.5 baths,"2,460 sqft",
Chicago,http://www.zillow.com/homedetails/4051-N-Pulaski-Rd-Chicago-IL-60641/3645371_zpid/,"$481,260","$385,000",60641,6 beds,,IL,4051 N Pulaski Rd,4 baths,"2,800 sqft",
East Peoria,http://www.zillow.com/homedetails/600-Kerfoot-St-East-Peoria-IL-61611/5312892_zpid/,"$188,331","$172,900",61611,4 beds,,IL,600 Kerfoot St,3 baths,"5,202 sqft",(850) 890-4107 
Chicago,http://www.zillow.com/homedetails/2358-S-Marshall-Blvd-R3-Chicago-IL-60623/2114353928_zpid/,"$152,052","$7,500",60623,Studio,,IL,2358 S Marshall Blvd # R3,1 bath,900 sqft,(312) 890-7155 
Elmhurst,http://www.zillow.com/homedetails/630-S-Cedar-Ave-Elmhurst-IL-60126/4479704_zpid/,"$521,355","$511,111",60126,3 beds,,IL,630 S Cedar Ave,2 baths,"2,442 sqft",(847) 977-2559 
Princeville,http://www.zillow.com/homedetails/510-S-Santa-Fe-Ave-Princeville-IL-61559/5098946_zpid/,"$95,571",,61559,3 beds,,IL,510 S Santa Fe Ave,2 baths,"1,660 sqft",
Urbana,http://www.zillow.com/homedetails/1901-Golfview-Dr-Urbana-IL-61801/3235395_zpid/,"$412,698","$465,000",61801,4 beds,,IL,1901 Golfview Dr,4 baths,"3,390 sqft",(217) 344-4242 
Kankakee,http://www.zillow.com/homedetails/715-Park-Place-Kankakee-IL-60901/2102525473_zpid/,"$160,832","$245,500",60901,4 beds,,IL,715 Park Place,3.5 baths,"3,219 sqft",
Macomb,http://www.zillow.com/homedetails/846-E-Franklin-St-Macomb-IL-61455/116474113_zpid/,,"$255,000",61455,4 beds,,IL,846 E Franklin St,3 baths,"3,911 sqft",
Rockford,http://www.zillow.com/homedetails/6281-Denwood-Dr-Rockford-IL-61114/5519767_zpid/,"$166,169","$174,000",61114,4 beds,,IL,6281 Denwood Dr,3 baths,"1,996 sqft",(815) 509-3388 
Alsip,http://www.zillow.com/homedetails/12026-S-Kathleen-Ct-Alsip-IL-60803/4101990_zpid/,"$203,349","$234,900",60803,3 beds,,IL,12026 S Kathleen Ct,2 baths,"1,676 sqft",(630) 781-5035 
Elmhurst,http://www.zillow.com/homedetails/0S600-Old-York-Rd-APT-203-Elmhurst-IL-60126/2124418144_zpid/,"$112,134","$135,000",60126,2 beds,,IL,0S600 Old York Rd APT 203,1 bath,725 sqft,(630) 373-9865 
Chicago,http://www.zillow.com/homedetails/4031-N-Melvina-Ave-Chicago-IL-60634/3652556_zpid/,"$286,001","$288,000",60634,3 beds,,IL,4031 N Melvina Ave,2 baths,"2,100 sqft",(630) 432-5922 
Dekalb,http://www.zillow.com/homedetails/938-E-Garden-St-Dekalb-IL-60115/61701608_zpid/,"$101,753","$111,500",60115,3 beds,,IL,938 E Garden St,1 bath,960 sqft,(815) 751-6747 
Chicago,http://www.zillow.com/homedetails/2127-N-Harlem-Ave-REAR-134-Chicago-IL-60707/3680605_zpid/,"$143,120","$200,000",60707,3 beds,,IL,2127 N Harlem Ave REAR 134,2 baths,"1,400 sqft",
Colona,http://www.zillow.com/homedetails/2-Cottonwood-Ln-Colona-IL-61241/84779597_zpid/,"$154,176","$145,000",61241,4 beds,,IL,2 Cottonwood Ln,2 baths,"2,044 sqft",(309) 781-1948 
Chicago,http://www.zillow.com/homedetails/6101-N-Sheridan-Rd-APT-7D-Chicago-IL-60660/3691257_zpid/,"$203,928","$149,999",60660,1 bed,,IL,6101 N Sheridan Rd APT 7D,1 bath,850 sqft,
Saint Charles,http://www.zillow.com/homedetails/16-Stirrup-Cup-Ct-Saint-Charles-IL-60174/4657634_zpid/,"$483,949","$515,000",60174,4 beds,,IL,16 Stirrup Cup Ct,3.5 baths,"3,800 sqft",
Thomson,http://www.zillow.com/homedetails/4511-Scenic-Bluff-Rd-Thomson-IL-61285/2105503480_zpid/,"$255,927","$199,999",61285,3 beds,,IL,4511 Scenic Bluff Rd,2 baths,"2,892 sqft",(970) 658-7112 
Chatsworth,http://www.zillow.com/homedetails/14-N-3rd-St-Chatsworth-IL-60921/105634394_zpid/,"$51,523","$51,500",60921,2 beds,,IL,14 N 3rd St,1 bath,"1,369 sqft",(309) 266-5443 
Du Quoin,http://www.zillow.com/homedetails/509-E-Main-St-Du-Quoin-IL-62832/115718604_zpid/,"$88,425","$135,000",62832,3 beds,,IL,509 E Main St,2 baths,"1,713 sqft",(618) 967-1808 
Chicago,http://www.zillow.com/homedetails/5755-S-Neenah-Ave-Chicago-IL-60638/3945322_zpid/,"$246,343","$259,900",60638,4 beds,,IL,5755 S Neenah Ave,2.5 baths,"1,700 sqft",(773) 510-2150 
Chicago,http://www.zillow.com/homedetails/4551-S-Halsted-St-Chicago-IL-60609/2117884384_zpid/,"$279,831","$425,000",60609,4 beds,,IL,4551 S Halsted St,2 baths,"2,068 sqft",(800) 275-8239 
Chicago,http://www.zillow.com/homedetails/1153-S-Plymouth-Ct-UNIT-B-Chicago-IL-60605/3873440_zpid/,"$343,304","$720,000",60605,3 beds,,IL,1153 S Plymouth Ct UNIT B,2.5 baths,"1,530 sqft",(312) 316-1658 
Eureka,http://www.zillow.com/homedetails/215-Shady-Ln-Eureka-IL-61530/5583489_zpid/,"$154,445","$164,000",61530,4 beds,,IL,215 Shady Ln,2 baths,"2,300 sqft",(309) 713-7531 
Country Club Hills,http://www.zillow.com/homedetails/3825-169th-St-Country-Club-Hills-IL-60478/4230912_zpid/,"$125,915","$130,000",60478,5 beds,,IL,3825 169th St,2 baths,"1,650 sqft",(630) 379-4079 
Bartonville,http://www.zillow.com/homedetails/2111-S-Delmar-Ct-Bartonville-IL-61607/111101454_zpid/,"$135,654","$149,900",61607,3 beds,,IL,2111 S Delmar Ct,2.5 baths,"1,660 sqft",
Peoria,http://www.zillow.com/homedetails/2408-W-Pasmoso-Dr-APT-301-Peoria-IL-61614/2101844634_zpid/,"$51,651","$52,900",61614,2 beds,,IL,2408 W Pasmoso Dr APT 301,1 bath,816 sqft,(309) 243-1687 
Riverdale,http://www.zillow.com/homedetails/14516-S-Edbrooke-Ave-Riverdale-IL-60827/4247032_zpid/,"$72,055","$85,000",60827,4 beds,,IL,14516 S Edbrooke Ave,2 baths,"1,200 sqft",(801) 735-1688 
Chicago,http://www.zillow.com/homedetails/9100-S-Carpenter-St-Chicago-IL-60620/4122238_zpid/,"$173,903","$192,900",60620,5 beds,,IL,9100 S Carpenter St,3 baths,"1,985 sqft",(773) 263-7715 
Palatine,http://www.zillow.com/homedetails/660-W-Longview-Ln-Palatine-IL-60067/3267138_zpid/,"$513,997","$535,000",60067,5 beds,,IL,660 W Longview Ln,2.5 baths,"2,845 sqft",(847) 358-3346 
Harvey,http://www.zillow.com/homedetails/15321-Winchester-Ave-Harvey-IL-60426/4264618_zpid/,"$63,336","$80,000",60426,3 beds,,IL,15321 Winchester Ave,2 baths,"1,403 sqft",(801) 735-1688 
Cincinnati,http://www.zillow.com/homedetails/9831-Capstan-Dr-Cincinnati-OH-45251/34299740_zpid/,"$61,052",,45251,3 beds,,OH,9831 Capstan Dr,1 bath,925 sqft,
Cincinnati,http://www.zillow.com/homedetails/7243-Creekview-Dr-APT-6-Cincinnati-OH-45247/34306436_zpid/,"$41,059",,45247,2 beds,,OH,7243 Creekview Dr APT 6,2 baths,968 sqft,
Westerville,http://www.zillow.com/homedetails/67-Parkview-Ave-Westerville-OH-43081/34003838_zpid/,"$164,384","$225,000",43081,3 beds,,OH,67 Parkview Ave,1.5 baths,"1,243 sqft",(614) 975-2995 
Waynesville,http://www.zillow.com/homedetails/5684-Fairfield-Dr-Waynesville-OH-45068/35619494_zpid/,"$131,651","$174,900",45068,4 beds,,OH,5684 Fairfield Dr,2.5 baths,"1,926 sqft",
Anderson Township,http://www.zillow.com/homedetails/6965-Bridges-Road-Anderson-Township-OH-45230/2100891500_zpid/,"$289,255","$195,000",45230,4 beds,,OH,6965 Bridges Road,1.5 baths,"2,780 sqft",(347) 891-9342 
Cincinnati,http://www.zillow.com/homedetails/12116-Elkwood-Dr-Cincinnati-OH-45240/34371855_zpid/,"$127,256",,45240,4 beds,,OH,12116 Elkwood Dr,2.5 baths,"1,953 sqft",
Columbus,http://www.zillow.com/homedetails/787-Bassett-Ave-Columbus-OH-43219/33849332_zpid/,"$36,004",,43219,3 beds,,OH,787 Bassett Ave,1 bath,"1,160 sqft",
Dayton,http://www.zillow.com/homedetails/1431-Willow-Park-Ct-Dayton-OH-45458/35051137_zpid/,"$360,731",,45458,4 beds,,OH,1431 Willow Park Ct,4 baths,"4,286 sqft",
Berkey,http://www.zillow.com/homedetails/11625-Sylvania-Ave-Berkey-OH-43504/111137916_zpid/,"$135,980","$199,000",43504,4 beds,,OH,11625 Sylvania Ave,2 baths,"1,568 sqft",(419) 277-1631 
Woodsfield,http://www.zillow.com/homedetails/103-Sheffield-Ave-Woodsfield-OH-43793/113906832_zpid/,"$91,609","$127,500",43793,3 beds,,OH,103 Sheffield Ave,1 bath,"1,407 sqft",(765) 580-2802 
Elyria,http://www.zillow.com/homedetails/8957-W-Ridge-Rd-Elyria-OH-44035/34577621_zpid/,"$38,495",,44035,2 beds,,OH,8957 W Ridge Rd,1.5 baths,937 sqft,
Columbus,http://www.zillow.com/homedetails/1356-Glenn-Ave-Columbus-OH-43212/33966138_zpid/,"$333,588","$594,900",43212,4 beds,,OH,1356 Glenn Ave,2.5 baths,"2,210 sqft",(614) 481-4062 
Bellevue,http://www.zillow.com/homedetails/413-Ellis-Ave-Bellevue-OH-44811/75108720_zpid/,"$97,023",,44811,3 beds,,OH,413 Ellis Ave,2 baths,"1,843 sqft",
Euclid,http://www.zillow.com/homedetails/23325-Ivan-Ave-Euclid-OH-44123/33629844_zpid/,"$78,571",,44123,5 beds,,OH,23325 Ivan Ave,2 baths,"1,797 sqft",
Cleveland,http://www.zillow.com/homedetails/(Undisclosed-Address)-Cleveland-OH-44125/2100745704_zpid/,"$78,871","$69,900",44125,3 beds,,OH,(Undisclosed Address),1 bath,"1,525 sqft",(216) 854-2485 
Cleveland,http://www.zillow.com/homedetails/2280-E-103rd-St-Cleveland-OH-44106/33409718_zpid/,Price Unknown,,44106,3 beds,,OH,2280 E 103rd St,1 bath,"1,144 sqft",
Lexington,http://www.zillow.com/homedetails/185-Frederick-St-Lexington-OH-44904/86632284_zpid/,"$129,695","$145,000",44904,3 beds,,OH,185 Frederick St,2 baths,"2,500 sqft",(419) 261-9053 
Cincinnati,http://www.zillow.com/homedetails/7200-Bobby-Ln-Cincinnati-OH-45243/34394395_zpid/,"$283,254","$399,000",45243,4 beds,,OH,7200 Bobby Ln,3 baths,"2,489 sqft",(614) 218-9370 
Akron,http://www.zillow.com/homedetails/269-Hohman-Ave-Akron-OH-44319/35341356_zpid/,"$69,131","$92,900",44319,2 beds,,OH,269 Hohman Ave,1 bath,948 sqft,(330) 801-7293 
Sidney,http://www.zillow.com/homedetails/1112-Colonial-Dr-Sidney-OH-45365/75117055_zpid/,"$73,478","$79,900",45365,3 beds,,OH,1112 Colonial Dr,1 bath,950 sqft,(937) 489-9080 
Rocky River,http://www.zillow.com/homedetails/2950-Northview-Rd-Rocky-River-OH-44116/33486655_zpid/,"$135,424","$169,999",44116,3 beds,,OH,2950 Northview Rd,2 baths,"1,660 sqft",(216) 315-9111 
Cleveland Heights,http://www.zillow.com/homedetails/3070-Monmouth-Rd-Cleveland-Heights-OH-44118/33661172_zpid/,"$474,864","$430,000",44118,5 beds,,OH,3070 Monmouth Rd,5 baths,"3,628 sqft",
Cleveland,http://www.zillow.com/homedetails/3868-E-123rd-St-Cleveland-OH-44105/33433877_zpid/,"$30,844",,44105,2 beds,,OH,3868 E 123rd St,1 bath,"1,140 sqft",
Nine Mile Falls,http://www.zillow.com/homedetails/16625-N-Wylie-Dr-Nine-Mile-Falls-WA-99026/2137398616_zpid/,"$301,438","$265,000",99026,4 beds,,WA,16625 N Wylie Dr,2.5 baths,"2,850 sqft",
Cleveland,http://www.zillow.com/homedetails/7403-Canton-Ave-Cleveland-OH-44105/33425863_zpid/,"$35,440",,44105,3 beds,,OH,7403 Canton Ave,1 bath,"1,030 sqft",
Bellevue,http://www.zillow.com/homedetails/3006-W-Lake-Sammamish-Pkwy-SE-Bellevue-WA-98008/48713708_zpid/,"$872,269","$975,000",98008,4 beds,,WA,3006 W Lake Sammamish Pkwy SE,2.5 baths,"3,030 sqft",
Vancouver,http://www.zillow.com/homedetails/910-NE-148th-St-Vancouver-WA-98685/23293977_zpid/,"$309,552","$325,000",98685,4 beds,,WA,910 NE 148th St,2.5 baths,"1,913 sqft",
Tacoma,http://www.zillow.com/homedetails/4414-S-Sheridan-Ave-Tacoma-WA-98418/49295781_zpid/,"$228,019","$118,000",98418,3 beds,,WA,4414 S Sheridan Ave,2.75 baths,"2,150 sqft",
Seattle,http://www.zillow.com/homedetails/325-Harvard-Ave-E-APT-301-Seattle-WA-98102/2115164676_zpid/,,"$250,000",98102,1 bed,,WA,325 Harvard Ave E APT 301,1 bath,490 sqft,
Seattle,http://www.zillow.com/homedetails/8710-Fremont-Ave-N-Seattle-WA-98103/49122944_zpid/,"$509,726","$640,000",98103,3 beds,,WA,8710 Fremont Ave N,1.75 baths,"1,680 sqft",
Seattle,http://www.zillow.com/homedetails/2844-43rd-Ave-W-Seattle-WA-98199/48727148_zpid/,"$1,495,325","$1,650,000",98199,5 beds,,WA,2844 43rd Ave W,2.75 baths,"3,620 sqft",
Cosmopolis,http://www.zillow.com/homedetails/832-Fourth-Street-Cosmopolis-WA-98537/2111167927_zpid/,"$159,212","$172,900",98537,4 beds,,WA,832 Fourth Street,2 baths,"1,700 sqft",
Mount Vernon,http://www.zillow.com/homedetails/930-Vera-Ct-Mount-Vernon-WA-98273/23388602_zpid/,"$195,948","$198,000",98273,3 beds,,WA,930 Vera Ct,2 baths,"1,211 sqft",
Seattle,http://www.zillow.com/homedetails/13295-15th-Ave-NE-Seattle-WA-98125/2104651599_zpid/,"$206,345","$279,000",98125,1 bed,,WA,13295 15th Ave NE,1 bath,"1,098 sqft",
Renton,http://www.zillow.com/homedetails/11850-174th-Pl-SE-Renton-WA-98059/48953171_zpid/,"$359,310","$409,000",98059,3 beds,,WA,11850 174th Pl SE,1.5 baths,"1,680 sqft",
Seattle,http://www.zillow.com/homedetails/3915-SW-Hinds-St-Seattle-WA-98116/48791385_zpid/,"$411,799","$475,000",98116,2 beds,,WA,3915 SW Hinds St,1 bath,"1,240 sqft",
Monroe,http://www.zillow.com/homedetails/331-N-Madison-St-Monroe-WA-98272/38434346_zpid/,"$413,291","$399,000",98272,5 beds,,WA,331 N Madison St,2 baths,"3,442 sqft",
University Place,http://www.zillow.com/homedetails/4203-Shoshone-St-W-University-Place-WA-98466/49344517_zpid/,"$300,266","$375,000",98466,3 beds,,WA,4203 Shoshone St W,3 baths,"2,549 sqft",
Seattle,http://www.zillow.com/homedetails/763-S-Homer-St-Seattle-WA-98108/48899141_zpid/,"$409,759","$500,000",98108,2 beds,,WA,763 S Homer St,1 bath,"1,380 sqft",
Kirkland,http://www.zillow.com/homedetails/12808-NE-132nd-Pl-Kirkland-WA-98034/49095715_zpid/,"$407,139","$410,000",98034,3 beds,,WA,12808 NE 132nd Pl,2 baths,"1,176 sqft",
Port Orchard,http://www.zillow.com/homedetails/3745-Westminster-Dr-SE-Port-Orchard-WA-98366/23447569_zpid/,"$241,535","$250,000",98366,3 beds,,WA,3745 Westminster Dr SE,2 baths,"1,782 sqft",
Port Orchard,http://www.zillow.com/homedetails/10449-Bethel-Burley-Rd-SE-Port-Orchard-WA-98367/23413447_zpid/,"$334,736","$429,000",98367,3 beds,,WA,10449 Bethel Burley Rd SE,2.5 baths,"3,000 sqft",(360) 876-9375 
Redmond,http://www.zillow.com/homedetails/7208-148th-Ave-NE-Redmond-WA-98052/48995657_zpid/,"$630,467","$679,995",98052,4 beds,,WA,7208 148th Ave NE,2 baths,"2,035 sqft",
Camano Island,http://www.zillow.com/homedetails/236-Shumway-Rd-Camano-Island-WA-98282/60890540_zpid/,"$569,197","$900,000",98282,4 beds,,WA,236 Shumway Rd,2.5 baths,"3,770 sqft",
Mount Vernon,http://www.zillow.com/homedetails/18126-State-Route-9-Mount-Vernon-WA-98274/23380794_zpid/,"$270,391","$350,000",98274,4 beds,,WA,18126 State Route 9,2 baths,"2,148 sqft",
Pendleton,http://www.zillow.com/homedetails/1304-SW-Frazer-Ave-Pendleton-OR-97801/84552078_zpid/,"$139,360","$109,000",97801,4 beds,,OR,1304 SW Frazer Ave,1.5 baths,"2,300 sqft",
Seattle,http://www.zillow.com/homedetails/2508-E-Howell-St-Seattle-WA-98122/49147389_zpid/,"$476,866","$700,999",98122,2 beds,,WA,2508 E Howell St,1 bath,780 sqft,
Seattle,http://www.zillow.com/homedetails/4103-37th-Ave-SW-Seattle-WA-98126/48697733_zpid/,"$489,168","$600,000",98126,3 beds,,WA,4103 37th Ave SW,1 bath,"1,250 sqft",
Portland,http://www.zillow.com/homedetails/5326-NE-10th-Ave-Portland-OR-97211/65064621_zpid/,"$214,368","$275,000",97211,1 bed,,OR,5326 NE 10th Ave,1 bath,559 sqft,
Eugene,http://www.zillow.com/homedetails/989-Laurelhurst-Dr-Eugene-OR-97402/48398103_zpid/,"$278,509","$325,000",97402,6 beds,,OR,989 Laurelhurst Dr,3 baths,"2,800 sqft",
Hillsboro,http://www.zillow.com/homedetails/24085-SW-Tualatin-Valley-Hwy-Hillsboro-OR-97123/48595871_zpid/,Price Unknown,,97123,,,OR,24085 SW Tualatin Valley Hwy,,,
Portland,http://www.zillow.com/homedetails/405-N-Buffalo-St-Portland-OR-97217/53905135_zpid/,"$417,568","$550,000",97217,3 beds,,OR,405 N Buffalo St,1 bath,"2,550 sqft",
Seattle,http://www.zillow.com/homedetails/3037-11th-Ave-W-Seattle-WA-98119/49012687_zpid/,"$859,408","$949,000",98119,4 beds,,WA,3037 11th Ave W,1.75 baths,"2,372 sqft",
Portland,http://www.zillow.com/homedetails/17465-NW-Blacktail-Dr-Portland-OR-97229/48570286_zpid/,"$336,398","$450,000",97229,4 beds,,OR,17465 NW Blacktail Dr,2.5 baths,"1,952 sqft",
Portland,http://www.zillow.com/homedetails/11919-SE-Harold-St-Portland-OR-97266/54003365_zpid/,"$217,769","$250,000",97266,4 beds,,OR,11919 SE Harold St,2.5 baths,"1,994 sqft",
Molalla,http://www.zillow.com/homedetails/9906-S-Wildcat-Rd-Molalla-OR-97038/48292593_zpid/,"$524,081","$850,000",97038,2 beds,,OR,9906 S Wildcat Rd,1.5 baths,"1,860 sqft",
Portland,http://www.zillow.com/homedetails/1815-NE-86th-Ave-Portland-OR-97220/53939371_zpid/,"$293,772","$275,000",97220,5 beds,,OR,1815 NE 86th Ave,2 baths,"1,859 sqft",
Cornelius,http://www.zillow.com/homedetails/1178-S-Ginger-St-Cornelius-OR-97113/48600835_zpid/,"$208,333","$235,000",97113,3 beds,,OR,1178 S Ginger St,2 baths,"1,008 sqft",
Coos Bay,http://www.zillow.com/homedetails/1830-Lincoln-Rd-Coos-Bay-OR-97420/75141096_zpid/,"$214,354","$259,500",97420,4 beds,,OR,1830 Lincoln Rd,3 baths,"1,920 sqft",(541) 267-0482 
Saint Louis,http://www.zillow.com/homedetails/2739-Wyoming-St-Saint-Louis-MO-63118/2945221_zpid/,"$96,198",,63118,Studio,,MO,2739 Wyoming St,3 baths,"1,938 sqft",
Tygh Valley,http://www.zillow.com/homedetails/82821-Highway-216-Tygh-Valley-OR-97063/86350049_zpid/,"$213,884","$250,000",97063,3 beds,,OR,82821 Highway 216,2 baths,"1,400 sqft",(541) 980-2521 
Saint Louis,http://www.zillow.com/homedetails/4069-Holly-Hills-Blvd-Saint-Louis-MO-63116/3027502_zpid/,"$223,862","$265,500",63116,3 beds,,MO,4069 Holly Hills Blvd,1.5 baths,"1,808 sqft",
Saint Louis,http://www.zillow.com/homedetails/7614-Pennsylvania-Ave-Saint-Louis-MO-63111/2957842_zpid/,"$101,015","$89,000",63111,2 beds,,MO,7614 Pennsylvania Ave,1 bath,"1,209 sqft",(314) 252-0186 
Saint Louis,http://www.zillow.com/homedetails/11269-Pineside-Dr-Saint-Louis-MO-63146/2727737_zpid/,"$119,387",,63146,3 beds,,MO,11269 Pineside Dr,2 baths,"1,537 sqft",
Saint Louis,http://www.zillow.com/homedetails/1620-Green-Hill-Dr-Saint-Louis-MO-63146/2715454_zpid/,"$190,978",,63146,3 beds,,MO,1620 Green Hill Dr,2 baths,"1,913 sqft",
Kansas City,http://www.zillow.com/homedetails/9916-N-Harrison-Dr-Kansas-City-MO-64155/66403874_zpid/,"$152,354",,64155,5 beds,,MO,9916 N Harrison Dr,3 baths,"2,200 sqft",
Dayton,http://www.zillow.com/homedetails/6680-Dayton-Farmersville-Rd-Dayton-OH-45417/34973820_zpid/,"$62,803",,45417,2 beds,,OH,6680 Dayton Farmersville Rd,2 baths,"1,250 sqft",
Lancaster,http://www.zillow.com/homedetails/414-E-Wheeling-St-Lancaster-OH-43130/33819593_zpid/,"$102,288",,43130,6 beds,,OH,414 E Wheeling St,2 baths,"2,400 sqft",
Greenfield,http://www.zillow.com/homedetails/1104-Riverview-Dr-Greenfield-IN-46140/85288771_zpid/,"$127,772","$164,900",46140,4 beds,,IN,1104 Riverview Dr,2.5 baths,"1,900 sqft",
Corning,http://www.zillow.com/homedetails/8400-Millertown-Rd-SE-Corning-OH-43730/2109151527_zpid/,"$61,760","$62,000",43730,2 beds,,OH,8400 Millertown Rd SE,1 bath,"1,040 sqft",(740) 819-7078 
