city,propertyUrl,zestimate,price,zipcode,beds,priceHistory,state,street,baths,sqfts,ownerPhone
Girard,http://www.zillow.com/homedetails/320-E-Center-St-Girard-IL-62640/89996499_zpid/,"$55,609","$59,000",62640,3 beds,,IL,320 E Center St,1 bath,"1,160 sqft",(217) 553-5390 
Yonkers,http://www.zillow.com/homedetails/49-Delano-Ave-Yonkers-NY-10704/2103952816_zpid/,"$359,710","$525,000",10704,3 beds,,NY,49 Delano Ave,2 baths,"1,218 sqft",(914) 885-4079 
Croton On Hudson,http://www.zillow.com/homedetails/1-Sassi-Dr-Croton-On-Hudson-NY-10520/58417271_zpid/,"$605,331","$819,000",10520,4 beds,,NY,1 Sassi Dr,3 baths,"3,200 sqft",
Fort Wayne,http://www.zillow.com/homedetails/1611-Sycamore-Hills-Dr-Fort-Wayne-IN-46814/73177359_zpid/,"$460,188","$424,900",46814,4 beds,,IN,1611 Sycamore Hills Dr,4.5 baths,"5,008 sqft",(260) 348-6257 
Fair Haven,http://www.zillow.com/homedetails/14529-Fancher-Ave-Fair-Haven-NY-13064/30051944_zpid/,"$353,967","$449,900",13064,3 beds,,NY,14529 Fancher Ave,2.5 baths,"1,900 sqft",(315) 947-6800 
Wading River,http://www.zillow.com/homedetails/61-21st-St-Wading-River-NY-11792/2130428579_zpid/,"$263,368","$65,000",11792,1 bed,,NY,61 21st St,1 bath,-- sqft,(917) 977-1488 
Crookston,http://www.zillow.com/homedetails/422-Grant-St-Crookston-MN-56716/106805658_zpid/,"$121,786","$139,000",56716,3 beds,,MN,422 Grant St,2.5 baths,"2,000 sqft",(218) 289-5054 
Joplin,http://www.zillow.com/homedetails/1602-Goetz-Blvd-Joplin-MO-64801/74906994_zpid/,"$169,212","$162,000",64801,5 beds,,MO,1602 Goetz Blvd,4 baths,"2,440 sqft",(417) 319-6070 
Akron,http://www.zillow.com/homedetails/276-Columbine-Ave-Akron-OH-44312/35384913_zpid/,"$80,187","$72,000",44312,3 beds,,OH,276 Columbine Ave,1 bath,"1,245 sqft",(614) 453-0660 
Coos Bay,http://www.zillow.com/homedetails/1830-Lincoln-Rd-Coos-Bay-OR-97420/75141096_zpid/,"$214,354","$259,500",97420,4 beds,,OR,1830 Lincoln Rd,3 baths,"1,920 sqft",(541) 267-0482 
Sandoval,http://www.zillow.com/homedetails/204-N-Broadway-St-Sandoval-IL-62882/113800088_zpid/,"$58,889","$89,000",62882,3 beds,,IL,204 N Broadway St,1 bath,"1,620 sqft",(618) 780-1549 
Mentor On The Lake,http://www.zillow.com/homedetails/7696-Sharon-Dr-Mentor-On-The-Lake-OH-44060/34497906_zpid/,"$117,603","$125,900",44060,3 beds,,OH,7696 Sharon Dr,1.5 baths,"1,472 sqft",
Yeadon,http://www.zillow.com/homedetails/137-Elder-Ave-Yeadon-PA-19050/9460455_zpid/,"$86,396","$85,000",19050,3 beds,,PA,137 Elder Ave,1 bath,"1,782 sqft",(484) 347-0299 
Berwick,http://www.zillow.com/homedetails/1602-Walnut-St-Berwick-PA-18603/52129055_zpid/,"$126,479","$165,000",18603,3 beds,,PA,1602 Walnut St,3 baths,"1,700 sqft",(570) 490-2993 
Springfield,http://www.zillow.com/homedetails/2004-E-Woodland-St-Springfield-MO-65804/50294421_zpid/,"$134,201","$154,900",65804,3 beds,,MO,2004 E Woodland St,2 baths,"1,858 sqft",(417) 830-5265 
East Hampton,http://www.zillow.com/homedetails/6-Stirrup-Ct-East-Hampton-NY-11937/32665541_zpid/,"$1,716,907","$1,595,000",11937,4 beds,,NY,6 Stirrup Ct,3 baths,"3,270 sqft",(631) 283-2823 
Shirley,http://www.zillow.com/homedetails/166-Baybright-Dr-E-Shirley-NY-11967/2131619062_zpid/,"$290,593","$229,900",11967,5 beds,,NY,166 Baybright Dr E,3 baths,-- sqft,(516) 318-9549 
Visalia,http://www.zillow.com/homedetails/1225-S-Conyer-St-Visalia-CA-93277/16240198_zpid/,"$190,072","$169,900",93277,3 beds,,CA,1225 S Conyer St,2 baths,"2,000 sqft",(559) 740-8314 
Schuylerville,http://www.zillow.com/homedetails/1023-Route-29-Schuylerville-NY-12871/2118239079_zpid/,"$216,738","$339,000",12871,Studio,,NY,1023 Route 29,1 bath,"1,500 sqft",(518) 470-0292 
Brookville,http://www.zillow.com/homedetails/5178-Big-Cedar-Rd-Brookville-IN-47012/94316746_zpid/,,"$349,900",47012,3 beds,,IN,5178 Big Cedar Rd,1 bath,"1,344 sqft",(513) 532-0250 
Saint Louis,http://www.zillow.com/homedetails/1943-Greenpoint-Dr-APT-302-Saint-Louis-MO-63122/71186974_zpid/,"$104,620","$115,000",63122,2 beds,,MO,1943 Greenpoint Dr APT 302,2 baths,"1,216 sqft",(314) 713-4823 
Minneapolis,http://www.zillow.com/homedetails/110-Bank-St-SE-APT-2102-Minneapolis-MN-55414/2101181892_zpid/,"$296,657","$799,000",55414,2 beds,,MN,110 Bank St SE APT 2102,2 baths,"1,536 sqft",
San Jacinto,http://www.zillow.com/homedetails/2230-Lake-Park-Dr-SPC-127-San-Jacinto-CA-92583/17750654_zpid/,"$124,898","$34,900",92583,2 beds,,CA,2230 Lake Park Dr SPC 127,2 baths,"1,440 sqft",(951) 446-6291 
Tygh Valley,http://www.zillow.com/homedetails/82821-Highway-216-Tygh-Valley-OR-97063/86350049_zpid/,"$213,884","$250,000",97063,3 beds,,OR,82821 Highway 216,2 baths,"1,400 sqft",(541) 980-2521 
White Plains,http://www.zillow.com/homedetails/23-Old-Mamaroneck-Rd-APT-ST4-White-Plains-NY-10605/2103817142_zpid/,"$147,552","$199,999",10605,2 beds,,NY,23 Old Mamaroneck Rd APT ST4,1 bath,920 sqft,(914) 993-6234 
Hinckley,http://www.zillow.com/homedetails/122-Boston-Road-Hinckley-OH-44233/2100882714_zpid/,"$199,325","$209,500",44233,3 beds,,OH,122 Boston Road,2 baths,"1,560 sqft",(330) 421-1465 
Kansas City,http://www.zillow.com/homedetails/705-W-91st-St-Kansas-City-MO-64114/2430221_zpid/,"$122,730","$145,000",64114,3 beds,,MO,705 W 91st St,1 bath,"1,200 sqft",(785) 766-5598 
Middletown,http://www.zillow.com/homedetails/1806-Flemming-Rd-Middletown-OH-45042/33227780_zpid/,"$50,857","$59,500",45042,2 beds,,OH,1806 Flemming Rd,1 bath,992 sqft,(614) 453-0660 
Jenkintown,http://www.zillow.com/homedetails/889-Meetinghouse-Rd-Jenkintown-PA-19046/9900745_zpid/,"$750,961","$890,000",19046,4 beds,,PA,889 Meetinghouse Rd,4 baths,"4,297 sqft",(215) 331-4658 
Greencastle,http://www.zillow.com/homedetails/542-South-Carlisle-Street-1-Greencastle-PA-17225/2100537696_zpid/,"$155,358","$159,900",17225,3 beds,,PA,542 South Carlisle Street #1,3 baths,-- sqft,(717) 597-0012 
Fort Wayne,http://www.zillow.com/homedetails/12323-Sanctuary-Trl-Fort-Wayne-IN-46814/73185917_zpid/,"$202,724","$234,900",46814,4 beds,,IN,12323 Sanctuary Trl,2.5 baths,"2,240 sqft",
Elgin,http://www.zillow.com/homedetails/1081-Quaker-Hill-Ct-Elgin-IL-60120/3380395_zpid/,"$180,274","$158,000",60120,2 beds,,IL,1081 Quaker Hill Ct,2 baths,"1,473 sqft",(630) 484-5638 
Woodstock,http://www.zillow.com/homedetails/112-Broadview-Rd-Woodstock-NY-12498/32884443_zpid/,"$564,073","$633,000",12498,3 beds,,NY,112 Broadview Rd,2 baths,"1,800 sqft",(917) 628-7726 
East Durham,http://www.zillow.com/homedetails/1332-Route-20-East-Durham-NY-12423/30500575_zpid/,"$236,010","$195,000",12423,4 beds,,NY,1332 Route 20,3 baths,"3,280 sqft",(518) 622-3238 
Chateaugay,http://www.zillow.com/homedetails/210-E-Main-St-Chateaugay-NY-12920/30442123_zpid/,"$54,273","$69,900",12920,3 beds,,NY,210 E Main St,1.5 baths,"1,466 sqft",(518) 310-1520 
Yonkers,http://www.zillow.com/homedetails/355-Bronx-River-Rd-APT-1H-Yonkers-NY-10704/2139000911_zpid/,"$155,182","$189,900",10704,2 beds,,NY,355 Bronx River Rd APT 1H,1 bath,900 sqft,
Onamia,http://www.zillow.com/homedetails/8594-Walden-Way-119-Onamia-MN-56359/2100987103_zpid/,"$124,905","$244,500",56359,3 beds,,MN,8594 Walden Way # 119,3 baths,"1,830 sqft",(612) 868-2494 
Unionville,http://www.zillow.com/homedetails/2212-Washington-St-Unionville-MO-63565/121743669_zpid/,,"$112,000",63565,3 beds,,MO,2212 Washington St,2 baths,"1,400 sqft",(660) 748-5354 
San Juan Capistrano,http://www.zillow.com/homedetails/27703-Ortega-Hwy-89-San-Juan-Capistrano-CA-92675/2100889166_zpid/,"$617,526","$185,000",92675,2 beds,,CA,27703 Ortega Hwy #89,2 baths,"1,536 sqft",(949) 699-0890 
Wilkinsburg,http://www.zillow.com/homedetails/416-Ross-Ave-Wilkinsburg-PA-15221/2100662364_zpid/,,"$310,000",15221,-- beds,,PA,416 Ross Ave,-- baths,-- sqft,
Brookfield,http://www.zillow.com/homedetails/843-Brookfield-Ave-Brookfield-MO-64628/2110448910_zpid/,"$69,725","$129,900",64628,3 beds,,MO,843 Brookfield Ave,3 baths,"1,994 sqft",(660) 268-6003 
Coatesville,http://www.zillow.com/homedetails/548-Elm-St-Coatesville-PA-19320/9147325_zpid/,"$185,068","$45,000",19320,5 beds,,PA,548 Elm St,2.5 baths,"3,052 sqft",(484) 918-0408 
Canton,http://www.zillow.com/homedetails/6895-Stonecreek-Ave-NE-Canton-OH-44721/35284147_zpid/,"$143,739","$144,500",44721,3 beds,,OH,6895 Stonecreek Ave NE,2 baths,"1,993 sqft",(330) 575-9492 
Adams,http://www.zillow.com/homedetails/280-Center-St-Adams-OR-97810/84557523_zpid/,"$311,429","$297,000",97810,5 beds,,OR,280 Center St,3 baths,"3,452 sqft",(541) 379-1903 
Chicago,http://www.zillow.com/homedetails/5527-W-Adams-St-Chicago-IL-60644/3812461_zpid/,"$112,972","$149,900",60644,4 beds,,IL,5527 W Adams St,2.5 baths,"2,080 sqft",(630) 670-8928 
Willard,http://www.zillow.com/homedetails/317-Woodbine-St-Willard-OH-44890/34451986_zpid/,"$56,422","$74,000",44890,4 beds,,OH,317 Woodbine St,1 bath,"1,456 sqft",(614) 453-0660 
Lexington,http://www.zillow.com/homedetails/1703-S-1400-W-Lexington-IN-47138/85421100_zpid/,"$152,004","$150,000",47138,4 beds,,IN,1703 S 1400 W,2 baths,"1,920 sqft",(812) 265-5605 
Paradox,http://www.zillow.com/homedetails/5-Fraternaland-Rd-Paradox-NY-12858/2105821487_zpid/,"$160,694","$104,900",12858,3 beds,,NY,5 Fraternaland Rd,1 bath,"1,400 sqft",(315) 345-8134 
Cooperstown,http://www.zillow.com/homedetails/179-Chase-Rd-Cooperstown-NY-13326/2112018594_zpid/,"$339,050","$325,000",13326,2 beds,,NY,179 Chase Rd,2 baths,"1,800 sqft",(512) 590-4709 
Pleasant Hill,http://www.zillow.com/homedetails/1408-Jay-St-Pleasant-Hill-MO-64080/97045407_zpid/,"$104,842","$139,900",64080,3 beds,,MO,1408 Jay St,2 baths,"1,107 sqft",
Brooklyn,http://www.zillow.com/homedetails/230-20th-St-Brooklyn-NY-11232/30573856_zpid/,"$1,210,698","$1,290,000",11232,7 beds,,NY,230 20th St,3 baths,"1,768 sqft",(347) 866-5536 
Minneapolis,http://www.zillow.com/homedetails/510-Groveland-Ave-Minneapolis-MN-55403/2130602893_zpid/,,"$365,000",55403,1 bed,,MN,510 Groveland Ave,1 bath,810 sqft,(239) 877-3985 
Big Bear City,http://www.zillow.com/homedetails/1080-Dumas-Ln-Big-Bear-City-CA-92314/17391473_zpid/,"$115,841","$147,500",92314,2 beds,,CA,1080 Dumas Ln,1 bath,610 sqft,(760) 777-2119 
Blue River,http://www.zillow.com/homedetails/54436-Mckenzie-Riverside-Dr-Blue-River-OR-97413/2101939192_zpid/,"$135,606","$199,000",97413,1 bed,,OR,54436 Mckenzie Riverside Dr,1 bath,480 sqft,(541) 639-7009 
Chester Springs,http://www.zillow.com/homedetails/1880-Art-School-Rd-Chester-Springs-PA-19425/9164888_zpid/,"$255,450","$269,000",19425,1 bed,,PA,1880 Art School Rd,2 baths,"1,012 sqft",
Cleveland,http://www.zillow.com/homedetails/5950-Calamie-Dr-Cleveland-OH-44130/33576527_zpid/,"$117,872","$132,000",44130,3 beds,,OH,5950 Calamie Dr,1.5 baths,"1,502 sqft",(440) 429-4306 
Saint Louis,http://www.zillow.com/homedetails/5223-Nottingham-Ave-Saint-Louis-MO-63109/2997044_zpid/,"$162,542","$184,999",63109,3 beds,,MO,5223 Nottingham Ave,2 baths,"1,302 sqft",(314) 413-5514 
Chardon,http://www.zillow.com/homedetails/229-Allynd-Blvd-Chardon-OH-44024/34137022_zpid/,"$198,110","$235,000",44024,4 beds,,OH,229 Allynd Blvd,3 baths,"2,400 sqft",(440) 417-8880 
New Kensington,http://www.zillow.com/homedetails/802-North-St-New-Kensington-PA-15068/10647966_zpid/,"$66,068","$67,000",15068,3 beds,,PA,802 North St,2 baths,"1,500 sqft",(724) 814-0115 
Springfield,http://www.zillow.com/homedetails/2409-S-College-St-Springfield-IL-62704/75518280_zpid/,"$78,641","$103,900",62704,3 beds,,IL,2409 S College St,1 bath,"1,020 sqft",(217) 899-3523 
Jefferson City,http://www.zillow.com/homedetails/920-Jefferson-St-Jefferson-City-MO-65101/2104776895_zpid/,"$135,676","$125,000",65101,4 beds,,MO,920 Jefferson St,2 baths,"2,988 sqft",(573) 821-2302 
Bedford,http://www.zillow.com/homedetails/131-Ikerd-Ln-Bedford-IN-47421/85557456_zpid/,"$335,376","$399,500",47421,4 beds,,IN,131 Ikerd Ln,3 baths,"4,250 sqft",(812) 277-6091 
Corcoran,http://www.zillow.com/homedetails/6439-Hunter-Lane-Corcoran-MN-55340/2100945835_zpid/,"$452,421","$427,000",55340,4 beds,,MN,6439 Hunter Lane,2.75 baths,"3,000 sqft",(612) 232-4102 
Brockport,http://www.zillow.com/homedetails/75-South-Ave-Brockport-NY-14420/31035767_zpid/,"$147,653","$149,900",14420,4 beds,,NY,75 South Ave,2 baths,"2,400 sqft",
Independence,http://www.zillow.com/homedetails/301-W-Colonel-Dr-Independence-MO-64050/2290911_zpid/,"$60,354","$72,500",64050,3 beds,,MO,301 W Colonel Dr,1 bath,912 sqft,(816) 805-9973 
White Plains,http://www.zillow.com/homedetails/20-North-Broadway-White-Plains-NY-10601/2103700090_zpid/,"$229,513","$334,900",10601,2 beds,,NY,20 North Broadway,1 bath,"1,200 sqft",(347) 242-7880 
Pendleton,http://www.zillow.com/homedetails/203-NW-5th-St-Pendleton-OR-97801/84553023_zpid/,"$171,189","$269,000",97801,4 beds,,OR,203 NW 5th St,1.5 baths,"2,416 sqft",(541) 310-0680 
Hatfield,http://www.zillow.com/homedetails/1528-Schwab-Rd-Hatfield-PA-19440/9932547_zpid/,"$277,582","$210,000",19440,3 beds,,PA,1528 Schwab Rd,2 baths,"1,812 sqft",(215) 715-0981 
Olney,http://www.zillow.com/homedetails/530-N-Ludlow-St-Olney-IL-62450/115734599_zpid/,"$82,728","$137,000",62450,3 beds,,IL,530 N Ludlow St,2 baths,"2,300 sqft",(217) 821-5776 
Sun City,http://www.zillow.com/homedetails/27595-Boston-Dr-Sun-City-CA-92586/17918084_zpid/,"$202,428","$219,900",92586,2 beds,,CA,27595 Boston Dr,2 baths,"1,328 sqft",
Gary,http://www.zillow.com/homedetails/3634-Pennsylvania-St-Gary-IN-46409/73341981_zpid/,"$64,609","$58,000",46409,4 beds,,IN,3634 Pennsylvania St,2 baths,"1,564 sqft",(317) 396-0510 
Akron,http://www.zillow.com/homedetails/319-Lindenwood-Ave-Akron-OH-44301/35480166_zpid/,"$71,884","$75,000",44301,4 beds,,OH,319 Lindenwood Ave,1.5 baths,"1,616 sqft",(614) 453-0660 
Annandale,http://www.zillow.com/homedetails/7270-Isaak-Ave-NW-Annandale-MN-55302/113355255_zpid/,,"$649,000",55302,,,MN,7270 Isaak Ave NW,,,(612) 206-1103 
Warwick,http://www.zillow.com/homedetails/203-Julian-Dr-E-Warwick-PA-18974/9128909_zpid/,"$327,009","$339,900",18974,3 beds,,PA,203 Julian Dr E,4 baths,"2,218 sqft",(610) 573-3923 
Staten Island,http://www.zillow.com/homedetails/74-E-Macon-Ave-Staten-Island-NY-10308/32354494_zpid/,"$477,864","$499,000",10308,4 beds,,NY,74 E Macon Ave,4 baths,"2,280 sqft",(917) 640-8414 
Alsea,http://www.zillow.com/homedetails/18522-Prairie-View-Dr-Alsea-OR-97324/84727246_zpid/,,"$1,188,000",97324,2 beds,,OR,18522 Prairie View Dr,2 baths,"2,100 sqft",(541) 231-2979 
Cincinnati,http://www.zillow.com/homedetails/867-Clifton-Crest-Ter-Cincinnati-OH-45220/34259948_zpid/,"$257,073","$199,900",45220,4 beds,,OH,867 Clifton Crest Ter,3 baths,"2,000 sqft",(513) 886-1001 
Stockton,http://www.zillow.com/homedetails/2917-Wallace-Ave-Stockton-CA-95204/15307679_zpid/,"$226,570","$248,995",95204,4 beds,,CA,2917 Wallace Ave,2 baths,"1,650 sqft",
Barrington,http://www.zillow.com/homedetails/219-George-St-Barrington-IL-60010/3242609_zpid/,"$315,940","$287,000",60010,4 beds,,IL,219 George St,2 baths,"2,152 sqft",(847) 924-0318 
Collegeville,http://www.zillow.com/homedetails/3917-Nancy-Ln-Collegeville-PA-19426/9981653_zpid/,"$242,280","$389,900",19426,4 beds,,PA,3917 Nancy Ln,3 baths,"2,500 sqft",(484) 368-6507 
Dayton,http://www.zillow.com/homedetails/447-W-Hudson-Ave-Dayton-OH-45406/35103265_zpid/,"$67,990","$80,000",45406,4 beds,,OH,447 W Hudson Ave,2 baths,"1,982 sqft",(614) 453-0660 
Wildwood,http://www.zillow.com/homedetails/16263-Fullerton-Meadows-Dr-Wildwood-MO-63011/2830460_zpid/,"$303,486","$258,000",63011,4 beds,,MO,16263 Fullerton Meadows Dr,3 baths,"2,534 sqft",(314) 458-6100 
Fort Wayne,http://www.zillow.com/homedetails/1805-W-State-Blvd-Fort-Wayne-IN-46808/73203891_zpid/,"$76,700","$72,000",46808,3 beds,,IN,1805 W State Blvd,1 bath,"1,209 sqft",(317) 396-0510 
Hannibal,http://www.zillow.com/homedetails/2-El-Rancho-Dr-Hannibal-MO-63401/2121130125_zpid/,"$229,902","$183,500",63401,4 beds,,MO,2 El Rancho Dr,2 baths,"2,062 sqft",(217) 779-3666 
Saint Paul,http://www.zillow.com/homedetails/187-Sherman-St-Saint-Paul-MN-55102/2116405347_zpid/,,"$649,900",55102,3 beds,,MN,187 Sherman St,3 baths,"2,642 sqft",(561) 212-6676 
West Chester,http://www.zillow.com/homedetails/104-Forelock-Ct-West-Chester-PA-19382/54465902_zpid/,"$371,939","$375,000",19382,3 beds,,PA,104 Forelock Ct,3 baths,"2,660 sqft",(610) 507-8947 
Portland,http://www.zillow.com/homedetails/8110-SW-Spruce-St-Portland-OR-97223/48590724_zpid/,"$265,087","$450,000",97223,3 beds,,OR,8110 SW Spruce St,2 baths,"1,990 sqft",(503) 806-7586 
Sheffield Lake,http://www.zillow.com/homedetails/4267-Belle-Ave-Sheffield-Lake-OH-44054/34545285_zpid/,"$76,067","$110,000",44054,3 beds,,OH,4267 Belle Ave,1 bath,912 sqft,(440) 653-0916 
Parkville,http://www.zillow.com/homedetails/6819-NW-Cross-Rd-Parkville-MO-64152/2502930_zpid/,"$228,321","$249,900",64152,5 beds,,MO,6819 NW Cross Rd,3 baths,"2,776 sqft",(816) 863-8726 
Sanger,http://www.zillow.com/homedetails/339-N-Frankwood-Ave-18-Sanger-CA-93657/2100746078_zpid/,"$148,594","$39,000",93657,2 beds,,CA,339 N. Frankwood Ave. #18,2 baths,"1,344 sqft",(559) 291-9634 
Arnold,http://www.zillow.com/homedetails/2321-Lincoln-Dr-Arnold-MO-63010/49681561_zpid/,"$110,172","$134,900",63010,3 beds,,MO,2321 Lincoln Dr,2 baths,"1,176 sqft",(314) 258-5616 
Doylestown,http://www.zillow.com/homedetails/24-X-52-Double-Wide-Modular-Home-Doylestown-PA-18902/2100632665_zpid/,"$247,579","$59,900",18902,3 beds,,PA,24 X 52 Double Wide Modular Home,2 baths,"1,350 sqft",(267) 261-1790 
Maryville,http://www.zillow.com/homedetails/1118-Jacquelyn-Ct-Maryville-IL-62062/4933807_zpid/,"$139,509","$159,800",62062,3 beds,,IL,1118 Jacquelyn Ct,2 baths,"1,548 sqft",(217) 827-0349 
Indianapolis,http://www.zillow.com/homedetails/3225-Boulevard-Pl-Indianapolis-IN-46208/1078273_zpid/,"$47,240","$23,000",46208,3 beds,,IN,3225 Boulevard Pl,1 bath,"1,720 sqft",(317) 657-8690 
Lake City,http://www.zillow.com/homedetails/1031-W-Center-St-Lake-City-MN-55041/98951692_zpid/,"$159,416","$229,900",55041,3 beds,,MN,1031 W Center St,2 baths,"1,785 sqft",(605) 553-5090 
Chagrin Falls,http://www.zillow.com/homedetails/18955-Munn-Rd-Chagrin-Falls-OH-44023/34128401_zpid/,"$264,081","$279,900",44023,4 beds,,OH,18955 Munn Rd,2 baths,"2,392 sqft",(440) 384-2230 
Piqua,http://www.zillow.com/homedetails/815-Elm-St-Piqua-OH-45356/34945484_zpid/,"$60,287","$81,900",45356,3 beds,,OH,815 Elm St,1 bath,960 sqft,(937) 418-2239 
Portland,http://www.zillow.com/homedetails/3435-SW-11th-Ave-Portland-OR-97239/53936006_zpid/,"$498,607","$447,000",97239,4 beds,,OR,3435 SW 11th Ave,2 baths,"1,906 sqft",(503) 502-6452 
Chula Vista,http://www.zillow.com/homedetails/172-Whitney-St-Chula-Vista-CA-91910/17105574_zpid/,"$346,878","$405,000",91910,2 beds,,CA,172 Whitney St,1 bath,"1,035 sqft",
Clarks Summit,http://www.zillow.com/homedetails/1000-W-Grove-St-Clarks-Summit-PA-18411/9535948_zpid/,"$218,696","$279,900",18411,3 beds,,PA,1000 W Grove St,3 baths,"2,530 sqft",(570) 840-3134 
Hartford City,http://www.zillow.com/homedetails/32-S-Shamrock-Rd-Hartford-City-IN-47348/85113076_zpid/,"$106,657","$164,900",47348,3 beds,,IN,32 S Shamrock Rd,2 baths,"1,504 sqft",(765) 499-0498 
Lees Summit,http://www.zillow.com/homedetails/2030-NE-Todd-George-Rd-Lees-Summit-MO-64086/2446506_zpid/,"$122,193","$154,900",64086,3 beds,,MO,2030 NE Todd George Rd,2 baths,-- sqft,(816) 517-5447 
Columbus,http://www.zillow.com/homedetails/252-N-Cassady-Ave-Columbus-OH-43209/33951568_zpid/,"$351,395","$325,000",43209,3 beds,,OH,252 N Cassady Ave,2.5 baths,"2,151 sqft",(614) 548-0784 
Beaver,http://www.zillow.com/homedetails/558-4th-St-Beaver-PA-15009/86354537_zpid/,"$157,776","$330,000",15009,4 beds,,PA,558 4th St,4 baths,"2,200 sqft",(724) 680-0867 
Webster Groves,http://www.zillow.com/homedetails/828-Colebrook-Dr-Webster-Groves-MO-63119/2835442_zpid/,"$245,140","$279,950",63119,3 beds,,MO,828 Colebrook Dr,2 baths,"2,000 sqft",(314) 920-8177 
Alhambra,http://www.zillow.com/homedetails/301-East-North-St-Alhambra-IL-62001/2100638405_zpid/,"$106,962","$109,900",62001,3 beds,,IL,301 East North St.,1 bath,"1,378 sqft",(618) 779-9376 
Fair Grove,http://www.zillow.com/homedetails/9803-N-Farm-Road-187-Fair-Grove-MO-65648/50220534_zpid/,"$114,309","$189,900",65648,3 beds,,MO,9803 N Farm Road 187,2 baths,"1,450 sqft",
Stayton,http://www.zillow.com/homedetails/819-N-Birch-Ave-Stayton-OR-97383/80471999_zpid/,"$207,951","$259,900",97383,4 beds,,OR,819 N Birch Ave,3 baths,"1,937 sqft",(503) 409-4718 
Elgin,http://www.zillow.com/homedetails/677-N-Crystal-St-Elgin-IL-60123/4628411_zpid/,"$124,958","$175,000",60123,3 beds,,IL,677 N Crystal St,2 baths,"1,350 sqft",(847) 875-9418 
Fremont,http://www.zillow.com/homedetails/216-Oaklawn-Ave-Fremont-OH-43420/75107379_zpid/,"$102,769","$129,900",43420,5 beds,,OH,216 Oaklawn Ave,2 baths,"1,650 sqft",
Pringle,http://www.zillow.com/homedetails/21-Broad-St-Pringle-PA-18704/2100519972_zpid/,,"$79,900",18704,1 bed,,PA,21 Broad St.,1 bath,"1,132 sqft",(570) 239-3822 
Modesto,http://www.zillow.com/homedetails/111-Elmwood-Ave-Modesto-CA-95354/16068800_zpid/,"$261,983","$295,000",95354,3 beds,,CA,111 Elmwood Ave,1 bath,"1,274 sqft",
Washington,http://www.zillow.com/homedetails/10-Zelt-St-Washington-PA-15301/49782325_zpid/,"$104,218","$289,000",15301,4 beds,,PA,10 Zelt St,3 baths,"2,575 sqft",(724) 255-5050 
Toledo,http://www.zillow.com/homedetails/3514-Whitegate-Dr-Toledo-OH-43607/34691451_zpid/,"$101,283","$99,999",43607,3 beds,,OH,3514 Whitegate Dr,1.5 baths,"2,070 sqft",(419) 290-4425 
Springfield,http://www.zillow.com/homedetails/2126-N-Fremont-Ave-Springfield-MO-65803/50229629_zpid/,"$42,875","$60,900",65803,2 beds,,MO,2126 N Fremont Ave,1 bath,936 sqft,(417) 619-0077 
Philadelphia,http://www.zillow.com/homedetails/9827-Redd-Rambler-Dr-Philadelphia-PA-19115/10527867_zpid/,"$183,223","$305,000",19115,4 beds,,PA,9827 Redd Rambler Dr,2 baths,"1,850 sqft",
