city,propertyUrl,zestimate,price,zipcode,beds,priceHistory,state,street,baths,sqfts,ownerPhone
Peoria,http://www.zillow.com/homedetails/2408-W-Pasmoso-Dr-APT-301-Peoria-IL-61614/2101844634_zpid/,"$51,651 ","$52,900 ",61614,2 beds,,IL,2408 W Pasmoso Dr APT 301,1 bath,816 sqft,(309) 243-1687 
Oceanside,http://www.zillow.com/homedetails/2730-Penkea-Dr-Oceanside-CA-92054/16581706_zpid/,"$453,817 ","$440,000 ",92054,3 beds,,CA,2730 Penkea Dr,2 baths,"1,248 sqft",
Bakersfield,http://www.zillow.com/homedetails/409-Monterey-St-Bakersfield-CA-93305/18888617_zpid/,"$109,303 ","$102,000 ",93305,3 beds,,CA,409 Monterey St,1 bath,"1,225 sqft",(661) 374-9685 
Frankfort,http://www.zillow.com/homedetails/19543-Collin-Dr-Frankfort-IL-60423/5442474_zpid/,"$306,988 ","$324,000 ",60423,5 beds,,IL,19543 Collin Dr,3 baths,"2,800 sqft",(815) 342-7952 
Pana,http://www.zillow.com/homedetails/605-Cherry-St-Pana-IL-62557/105571630_zpid/,"$51,437 ","$75,000 ",62557,2 beds,,IL,605 Cherry St,1 bath,980 sqft,(217) 690-8101 
Mc Leansboro,http://www.zillow.com/homedetails/305-E-Market-St-Mc-Leansboro-IL-62859/115633381_zpid/,"$86,120 ","$100,000 ",62859,3 beds,,IL,305 E Market St,1 bath,"1,800 sqft",(618) 308-0433 
Kankakee,http://www.zillow.com/homedetails/560-S-Chicago-Ave-Kankakee-IL-60901/76934745_zpid/,"$63,692 ","$63,000 ",60901,3 beds,,IL,560 S Chicago Ave,1 bath,"1,676 sqft",(850) 382-7443 
Chicago,http://www.zillow.com/homedetails/2512-North-Tripp-Chicago-IL-60647/2101112026_zpid/,"$294,051 ","$399,000 ",60647,4 beds,,IL,2512 North Tripp,2 baths,"2,164 sqft",(312) 576-6070 
Des Plaines,http://www.zillow.com/homedetails/721-Beau-Ct-Des-Plaines-IL-60004/2101069647_zpid/,"$209,877 ","$430,000 ",60004,8 beds,,IL,721 Beau Ct,5 baths,#NAME?,(847) 255-0134 
Naperville,http://www.zillow.com/homedetails/1141-Basswood-Dr-Naperville-IL-60540/4548942_zpid/,"$345,918 ","$379,000 ",60540,3 beds,,IL,1141 Basswood Dr,2 baths,"2,001 sqft",(630) 606-1413 
Illinios,http://www.zillow.com/homedetails/644-Westmore-Dr-Indianapolis-3-Illinios-AL-61411/2101055588_zpid/,,"$155,000 ",61411,4 beds,,AL,644 Westmore Dr Indianapolis #3#,3.25 baths,#NAME?,(201) 731-2790 
Monmouth,http://www.zillow.com/homedetails/1314-110th-St-Monmouth-IL-61462/2124657097_zpid/,"$179,797 ","$130,000 ",61462,5 beds,,IL,1314 110th St,2 baths,"3,200 sqft",(309) 232-5039 
Joliet,http://www.zillow.com/homedetails/614-Berlin-Ave-Joliet-IL-60435/5468120_zpid/,"$126,213 ","$159,900 ",60435,3 beds,,IL,614 Berlin Ave,1 bath,"1,416 sqft",
Springfield,http://www.zillow.com/homedetails/2300-Chesapeake-Lndg-Springfield-IL-62712/75516276_zpid/,"$300,323 ","$294,900 ",62712,5 beds,,IL,2300 Chesapeake Lndg,4 baths,"3,950 sqft",(217) 836-2082 
Oak Lawn,http://www.zillow.com/homedetails/9609-S-51st-Ave-Oak-Lawn-IL-60453/4068039_zpid/,"$154,425 ","$286,900 ",60453,3 beds,,IL,9609 S 51st Ave,2 baths,"1,380 sqft",(773) 339-0169 
Mount Vernon,http://www.zillow.com/homedetails/15868-E-Fairfield-Rd-Mount-Vernon-IL-62864/84788468_zpid/,"$130,983 ","$159,900 ",62864,3 beds,,IL,15868 E Fairfield Rd,2.5 baths,"2,200 sqft",(618) 316-9399 
Knoxville,http://www.zillow.com/homedetails/300-Jackson-Street-Knoxville-IL-61448/2100967330_zpid/,,"$19,900 ",61448,,,IL,300 Jackson Street,,,(309) 368-9937 
Staunton,http://www.zillow.com/homedetails/616-W-Henry-St-Staunton-IL-62088/89994267_zpid/,"$52,430 ","$98,500 ",62088,2 beds,,IL,616 W Henry St,1 bath,804 sqft,(618) 303-4069 
West Dundee,http://www.zillow.com/homedetails/310-Liberty-St-West-Dundee-IL-60118/4618829_zpid/,"$356,844 ","$539,900 ",60118,4 beds,,IL,310 Liberty St,5 baths,"4,000 sqft",(847) 652-1360 
Kankakee,http://www.zillow.com/homedetails/1120-Westlawn-Dr-Kankakee-IL-60901/76936431_zpid/,"$77,694 ","$91,500 ",60901,2 beds,,IL,1120 Westlawn Dr,1 bath,"1,088 sqft",(815) 592-7390 
Springfield,http://www.zillow.com/homedetails/1712-N-20th-St-Springfield-IL-62702/91408128_zpid/,"$60,694 ","$69,900 ",62702,3 beds,,IL,1712 N 20th St,1 bath,840 sqft,(217) 971-9115 
Normal,http://www.zillow.com/homedetails/1210-Henry-St-Normal-IL-61761/76959431_zpid/,"$139,173 ","$145,000 ",61761,3 beds,,IL,1210 Henry St,2.5 baths,"1,283 sqft",(309) 287-5050 
Melvin,http://www.zillow.com/homedetails/221-N-Crossley-Melvin-IL-60952/2100871428_zpid/,"$75,277 ","$50,000 ",60952,3 beds,,IL,221 N. Crossley,1 bath,"1,600 sqft",(815) 383-8652 
Western Springs,http://www.zillow.com/homedetails/5722-Grand-Ave-Western-Springs-IL-60558/3901462_zpid/,"$590,199 ","$899,000 ",60558,4 beds,,IL,5722 Grand Ave,2.1 baths,"2,916 sqft",(708) 246-6749 
Havana,http://www.zillow.com/homedetails/126-E-Jefferson-St-Havana-IL-62644/115701200_zpid/,"$140,615 ","$64,900 ",62644,3 beds,,IL,126 E Jefferson St,1 bath,"1,310 sqft",(309) 543-4370 
Belleville,http://www.zillow.com/homedetails/35-Signal-Hill-Blvd-Belleville-IL-62223/5236970_zpid/,"$133,253 ","$225,000 ",62223,3 beds,,IL,35 Signal Hill Blvd,3 baths,"2,700 sqft",
Bement,http://www.zillow.com/homedetails/817-S-Macon-St-Bement-IL-61813/115720517_zpid/,"$91,246 ","$169,900 ",61813,3 beds,,IL,817 S Macon St,2 baths,"2,030 sqft",(217) 369-2584 
Alton,http://www.zillow.com/homedetails/3116-Burton-St-Alton-IL-62002/4997860_zpid/,"$78,350 ","$85,000 ",62002,3 beds,,IL,3116 Burton St,3 baths,"1,400 sqft",(618) 977-9885 
Englewood,http://www.zillow.com/homedetails/5949-S-Ada-St-S-Englewood-IL-60621/2101239147_zpid/,"$129,644 ","$40,000 ",60621,5 beds,,IL,5949 S Ada St S,2 baths,"1,800 sqft",
Belleville,http://www.zillow.com/homedetails/223-N-74th-St-Belleville-IL-62223/5259385_zpid/,"$103,048 ","$110,000 ",62223,4 beds,,IL,223 N 74th St,1 bath,"1,959 sqft",(618) 670-1193 
Henderson,http://www.zillow.com/homedetails/100-N-Main-Henderson-IL-61439/2100815522_zpid/,"$97,208 ","$57,800 ",61439,3 beds,,IL,100 N Main,2 baths,"2,200 sqft",
Henderson,http://www.zillow.com/homedetails/100-N-Main-St-Henderson-IL-61439/91374982_zpid/,"$68,047 ","$57,800 ",61439,3 beds,,IL,100 N Main St,2 baths,"2,200 sqft",(309) 371-9612 
Chicago,http://www.zillow.com/homedetails/2955-N-Kedzie-Ave-2-Chicago-IL-60618/89947513_zpid/,"$137,162 ","$210,000 ",60618,2 beds,,IL,2955 N Kedzie Ave #2,1 bath,900 sqft,
Ridgecrest,http://www.zillow.com/homedetails/1325-W-Mariposa-Ave-Ridgecrest-CA-93555/18914756_zpid/,"$121,275 ","$123,500 ",93555,3 beds,,CA,1325 W Mariposa Ave,1.75 baths,"1,131 sqft",(760) 375-9005 
Tarzana,http://www.zillow.com/homedetails/4904-Topeka-Dr-Tarzana-CA-91356/19947371_zpid/,"$1,454,732 ","$1,485,000 ",91356,5 beds,,CA,4904 Topeka Dr,4 baths,"2,350 sqft",(818) 705-3357 
Chula Vista,http://www.zillow.com/homedetails/1840-Monaco-Dr-Chula-Vista-CA-91913/64897467_zpid/,"$319,450 ","$339,900 ",91913,3 beds,,CA,1840 Monaco Dr,2.5 baths,"1,350 sqft",(619) 931-8285 
Royal Oaks,http://www.zillow.com/homedetails/14225-Campagna-Way-Royal-Oaks-CA-95076/19364157_zpid/,"$456,871 ","$400,000 ",95076,3 beds,,CA,14225 Campagna Way,2 baths,"1,296 sqft",(831) 728-4923 
Fresno,http://www.zillow.com/homedetails/3873-E-Holland-Ave-Fresno-CA-93726/18722158_zpid/,"$202,119 ","$165,000 ",93726,4 beds,,CA,3873 E Holland Ave,2 baths,"1,863 sqft",(831) 214-4825 
Paso Robles,http://www.zillow.com/homedetails/5110-Stagg-Hill-Rd-Paso-Robles-CA-93446/2101643746_zpid/,"$317,091 ","$288,900 ",93446,3 beds,,CA,5110 Stagg Hill Rd,2 baths,"1,100 sqft",(805) 674-1065 
Northridge,http://www.zillow.com/homedetails/19314-Halsted-St-Northridge-CA-91324/20173827_zpid/,"$932,618 ","$912,134 ",91324,4 beds,,CA,19314 Halsted St,3.5 baths,"3,480 sqft",
Crescent City,http://www.zillow.com/homedetails/305-Glenn-St-Crescent-City-CA-95531/2112649371_zpid/,"$212,798 ","$220,000 ",95531,3 beds,,CA,305 Glenn St,2 baths,"1,968 sqft",(707) 465-3231 
Clearlake,http://www.zillow.com/homedetails/3-Homes-Lakefront-Clearlake-CA-95422/2101540501_zpid/,,"$720,000 ",95422,8 beds,,CA,3 Homes Lakefront,5 baths,3 sqft,(415) 302-3524 
Hayward,http://www.zillow.com/homedetails/207-Montevina-Way-Hayward-CA-94545/111388606_zpid/,"$632,936 ","$652,000 ",94545,4 beds,,CA,207 Montevina Way,3.5 baths,"1,990 sqft",
Santa Maria,http://www.zillow.com/homedetails/5559-Cantata-Ln-Santa-Maria-CA-93455/103860237_zpid/,"$991,252 ","$1,299,000 ",93455,4 beds,,CA,5559 Cantata Ln,4 baths,"4,154 sqft",(805) 680-7880 
California Hot Springs,http://www.zillow.com/homedetails/44185-Pine-Flat-Drive-California-Hot-Springs-CA-93207/2101443037_zpid/,"$192,965 ","$116,000 ",93207,3 beds,,CA,44185 Pine Flat Drive,2 baths,"1,300 sqft",(559) 972-8158 
La Quinta,http://www.zillow.com/homedetails/54864-Inverness-Way-La-Quinta-CA-92253/52502658_zpid/,"$411,140 ","$385,000 ",92253,3 beds,,CA,54864 Inverness Way,3 baths,"1,673 sqft",(574) 855-7453 
Desert Hot Springs,http://www.zillow.com/homedetails/69350-Crestview-Dr-Desert-Hot-Springs-CA-92241/18110496_zpid/,"$56,346 ","$68,000 ",92241,2 beds,,CA,69350 Crestview Dr,2 baths,930 sqft,(760) 671-4850 
Kings Beach,http://www.zillow.com/homedetails/8422-Dolly-Varden-Ave-Kings-Beach-CA-96143/17697390_zpid/,"$314,297 ","$425,000 ",96143,3 beds,,CA,8422 Dolly Varden Ave,2 baths,"1,184 sqft",(559) 964-7273 
Royal Oaks,http://www.zillow.com/homedetails/85-Oak-Rd-Royal-Oaks-CA-95076/19360581_zpid/,"$463,963 ","$475,000 ",95076,3 beds,,CA,85 Oak Rd,2 baths,"1,659 sqft",(916) 410-0044 
Montebello,http://www.zillow.com/homedetails/617-S-Taylor-Ave-Montebello-CA-90640/21088210_zpid/,"$439,701 ","$489,000 ",90640,3 beds,,CA,617 S Taylor Ave,2 baths,"1,540 sqft",(714) 863-8480 
Mission Viejo,http://www.zillow.com/homedetails/24862-Lagrima-Mission-Viejo-CA-92692/25612726_zpid/,"$658,776 ","$709,000 ",92692,4 beds,,CA,24862 Lagrima,2 baths,"1,651 sqft",(949) 735-0449 
Rocklin,http://www.zillow.com/homedetails/1015-Boardwalk-Way-Rocklin-CA-95765/59303250_zpid/,"$221,366 ","$249,765 ",95765,2 beds,,CA,1015 Boardwalk Way,2 baths,"1,083 sqft",(530) 852-1576 
Woodland Hills,http://www.zillow.com/homedetails/20954-Bandera-St-Woodland-Hills-CA-91364/19944929_zpid/,"$822,895 ","$929,000 ",91364,3 beds,,CA,20954 Bandera St,3 baths,"2,355 sqft",(818) 426-2628 
Palatine,http://www.zillow.com/homedetails/660-W-Longview-Ln-Palatine-IL-60067/3267138_zpid/,"$513,997 ","$535,000 ",60067,5 beds,,IL,660 W Longview Ln,2.5 baths,"2,845 sqft",(847) 358-3346 
Sacramento,http://www.zillow.com/homedetails/3843-Garden-Hwy-Sacramento-CA-95834/26011257_zpid/,"$1,016,292 ","$1,149,500 ",95834,3 beds,,CA,3843 Garden Hwy,3 baths,"2,416 sqft",(559) 964-7273 
Bement,http://www.zillow.com/homedetails/565-S-Hinkley-St-Bement-IL-61813/115720878_zpid/,"$67,556 ","$69,900 ",61813,3 beds,,IL,565 S Hinkley St,1 bath,"1,450 sqft",
Metropolis,http://www.zillow.com/homedetails/3696-Upper-Salem-Rd-Metropolis-IL-62960/115704622_zpid/,"$119,358 ","$142,900 ",62960,3 beds,,IL,3696 Upper Salem Rd,#NAME?,"1,419 sqft",(618) 645-7857 
Rockford,http://www.zillow.com/homedetails/2002-Hawthorne-Ave-Rockford-IL-61107/5554706_zpid/,"$134,080 ","$190,000 ",61107,3 beds,,IL,2002 Hawthorne Ave,2.5 baths,"3,016 sqft",(815) 985-7992 
Eureka,http://www.zillow.com/homedetails/203-N-Liberty-St-Eureka-IL-61530/122263690_zpid/,"$81,936 ","$145,000 ",61530,4 beds,,IL,203 N Liberty St,2 baths,"1,964 sqft",(309) 251-6345 
Bartonville,http://www.zillow.com/homedetails/2111-S-Delmar-Ct-Bartonville-IL-61607/111101454_zpid/,"$135,654 ","$149,900 ",61607,3 beds,,IL,2111 S Delmar Ct,2.5 baths,"1,660 sqft",
Edwardsville,http://www.zillow.com/homedetails/1012-Grand-Ave-Edwardsville-IL-62025/4944926_zpid/,"$132,934 ","$139,900 ",62025,3 beds,,IL,1012 Grand Ave,2 baths,"1,966 sqft",(618) 444-0259 
Metropolis,http://www.zillow.com/homedetails/1204-Metropolis-St-Metropolis-IL-62960/116476274_zpid/,"$71,466 ","$185,000 ",62960,3 beds,,IL,1204 Metropolis St,3 baths,"3,000 sqft",(618) 638-2402 
Arlington Heights,http://www.zillow.com/homedetails/1318-S-Dunton-Ave-Arlington-Heights-IL-60005/3444744_zpid/,,"$290,000 ",60005,3 beds,,IL,1318 S Dunton Ave,2 baths,"1,211 sqft",
Virginia,http://www.zillow.com/homedetails/231-S-Stowe-St-Virginia-IL-62691/2101429019_zpid/,,"$192,000 ",62691,4 beds,,IL,231 S Stowe St,3 baths,"2,412 sqft",(217) 452-3155 
Centralia,http://www.zillow.com/homedetails/1916-Kaskaskia-Ln-Centralia-IL-62801/105651521_zpid/,"$147,184 ","$149,000 ",62801,6 beds,,IL,1916 Kaskaskia Ln,2 baths,"2,400 sqft",(618) 322-2990 
Bloomington,http://www.zillow.com/homedetails/5-Ridgewood-Ter-Bloomington-IL-61701/76967655_zpid/,"$122,871 ","$159,900 ",61701,2 beds,,IL,5 Ridgewood Ter,1 bath,"1,100 sqft",(815) 600-1309 
Mount Vernon,http://www.zillow.com/homedetails/1036-Fairfield-Rd-Mount-Vernon-IL-62864/84788763_zpid/,"$87,964 ","$80,000 ",62864,2 beds,,IL,1036 Fairfield Rd,1 bath,"1,900 sqft",(618) 237-0062 
Willowbrook,http://www.zillow.com/homedetails/16W470-Lake-Drive-106-Willowbrook-IL-60527/2101333199_zpid/,"$87,372 ","$63,800 ",60527,1 bed,,IL,16W470 Lake Drive #106,1 bath,680 sqft,(630) 479-1004 
Cahokia,http://www.zillow.com/homedetails/45-Louise-Ln-Cahokia-IL-62206/5260526_zpid/,"$35,938 ","$33,000 ",62206,4 beds,,IL,45 Louise Ln,1 bath,"1,150 sqft",(618) 531-5454 
Chicago,http://www.zillow.com/homedetails/5728-S-Melvina-Ave-Chicago-IL-60638/3940853_zpid/,"$191,659 ","$279,000 ",60638,4 beds,,IL,5728 S Melvina Ave,2 baths,"1,107 sqft",(815) 814-6454 
Riverdale,http://www.zillow.com/homedetails/14516-S-Edbrooke-Ave-Riverdale-IL-60827/4247032_zpid/,"$72,055 ","$85,000 ",60827,4 beds,,IL,14516 S Edbrooke Ave,2 baths,"1,200 sqft",(801) 735-1688 
Indianola,http://www.zillow.com/homedetails/9949-E-370-North-Rd-Indianola-IL-61850/80298279_zpid/,"$128,607 ","$135,000 ",61850,3 beds,,IL,9949 E 370 North Rd,1.5 baths,"2,563 sqft",(217) 621-4118 
Macon,http://www.zillow.com/homedetails/5334-Blue-Mound-Rd-Macon-IL-62544/84800915_zpid/,"$158,289 ","$174,900 ",62544,3 beds,,IL,5334 Blue Mound Rd,3 baths,"2,100 sqft",(217) 329-5001 
Wayne,http://www.zillow.com/homedetails/5N918-Dunham-Cir-Wayne-IL-60184/4655670_zpid/,"$645,744 ","$619,000 ",60184,4 beds,,IL,5N918 Dunham Cir,3 baths,"4,000 sqft",
Cahokia,http://www.zillow.com/homedetails/31-Drexel-Dr-Cahokia-IL-62206/5261093_zpid/,"$33,626 ","$38,000 ",62206,3 beds,,IL,31 Drexel Dr,1 bath,"1,489 sqft",(618) 531-5454 
Benton,http://www.zillow.com/homedetails/209-S-Court-St-Benton-IL-62812/2123131570_zpid/,"$105,074 ","$79,900 ",62812,3 beds,,IL,209 S Court St,2 baths,"1,800 sqft",(618) 771-9177 
Chicago,http://www.zillow.com/homedetails/2358-S-Marshall-Blvd-R2-Chicago-IL-60623/2104744843_zpid/,"$135,135 ","$87,237 ",60623,1 bed,,IL,2358 S Marshall Blvd # R2,1 bath,750 sqft,(541) 619-5571 
Decatur,http://www.zillow.com/homedetails/2852-Grove-Ct-Decatur-IL-62521/91368086_zpid/,"$86,754 ","$118,900 ",62521,2 beds,,IL,2852 Grove Ct,1.75 baths,"1,600 sqft",(217) 855-7888 
Griggsville,http://www.zillow.com/homedetails/40059-273rd-Ln-Griggsville-IL-62340/115726210_zpid/,"$131,024 ","$295,900 ",62340,4 beds,,IL,40059 273rd Ln,2 baths,"3,100 sqft",(319) 537-1900 
Chicago,http://www.zillow.com/homedetails/2358-S-Marshall-Blvd-R3-Chicago-IL-60623/2114353928_zpid/,"$152,052 ","$7,500 ",60623,Studio,,IL,2358 S Marshall Blvd # R3,1 bath,900 sqft,(312) 890-7155 
Alsip,http://www.zillow.com/homedetails/12026-S-Kathleen-Ct-Alsip-IL-60803/4101990_zpid/,"$203,349 ","$234,900 ",60803,3 beds,,IL,12026 S Kathleen Ct,2 baths,"1,676 sqft",(630) 781-5035 
East Peoria,http://www.zillow.com/homedetails/600-Kerfoot-St-East-Peoria-IL-61611/5312892_zpid/,"$188,331 ","$172,900 ",61611,4 beds,,IL,600 Kerfoot St,3 baths,"5,202 sqft",(850) 890-4107 
Urbana,http://www.zillow.com/homedetails/1901-Golfview-Dr-Urbana-IL-61801/3235395_zpid/,"$412,698 ","$465,000 ",61801,4 beds,,IL,1901 Golfview Dr,4 baths,"3,390 sqft",(217) 344-4242 
Elmhurst,http://www.zillow.com/homedetails/630-S-Cedar-Ave-Elmhurst-IL-60126/4479704_zpid/,"$521,355 ","$511,111 ",60126,3 beds,,IL,630 S Cedar Ave,2 baths,"2,442 sqft",(847) 977-2559 
Tinley Park,http://www.zillow.com/homedetails/16036-84th-Pl-Tinley-Park-IL-60487/4192933_zpid/,"$257,608 ","$239,000 ",60487,3 beds,,IL,16036 84th Pl,2 baths,"1,340 sqft",
Chicago,http://www.zillow.com/homedetails/9100-S-Carpenter-St-Chicago-IL-60620/4122238_zpid/,"$173,903 ","$192,900 ",60620,5 beds,,IL,9100 S Carpenter St,3 baths,"1,985 sqft",(773) 263-7715 
Rockford,http://www.zillow.com/homedetails/6281-Denwood-Dr-Rockford-IL-61114/5519767_zpid/,"$166,169 ","$174,000 ",61114,4 beds,,IL,6281 Denwood Dr,3 baths,"1,996 sqft",(815) 509-3388 
Dekalb,http://www.zillow.com/homedetails/938-E-Garden-St-Dekalb-IL-60115/61701608_zpid/,"$101,753 ","$111,500 ",60115,3 beds,,IL,938 E Garden St,1 bath,960 sqft,(815) 751-6747 
Chicago,http://www.zillow.com/homedetails/5755-S-Neenah-Ave-Chicago-IL-60638/3945322_zpid/,"$246,343 ","$259,900 ",60638,4 beds,,IL,5755 S Neenah Ave,2.5 baths,"1,700 sqft",(773) 510-2150 
Macomb,http://www.zillow.com/homedetails/846-E-Franklin-St-Macomb-IL-61455/116474113_zpid/,,"$255,000 ",61455,4 beds,,IL,846 E Franklin St,3 baths,"3,911 sqft",
Chatsworth,http://www.zillow.com/homedetails/14-N-3rd-St-Chatsworth-IL-60921/105634394_zpid/,"$51,523 ","$51,500 ",60921,2 beds,,IL,14 N 3rd St,1 bath,"1,369 sqft",(309) 266-5443 
Colona,http://www.zillow.com/homedetails/2-Cottonwood-Ln-Colona-IL-61241/84779597_zpid/,"$154,176 ","$145,000 ",61241,4 beds,,IL,2 Cottonwood Ln,2 baths,"2,044 sqft",(309) 781-1948 
Thomson,http://www.zillow.com/homedetails/4511-Scenic-Bluff-Rd-Thomson-IL-61285/2105503480_zpid/,"$255,927 ","$199,999 ",61285,3 beds,,IL,4511 Scenic Bluff Rd,2 baths,"2,892 sqft",(970) 658-7112 
Du Quoin,http://www.zillow.com/homedetails/509-E-Main-St-Du-Quoin-IL-62832/115718604_zpid/,"$88,425 ","$135,000 ",62832,3 beds,,IL,509 E Main St,2 baths,"1,713 sqft",(618) 967-1808 
Kankakee,http://www.zillow.com/homedetails/715-Park-Place-Kankakee-IL-60901/2102525473_zpid/,"$160,832 ","$245,500 ",60901,4 beds,,IL,715 Park Place,3.5 baths,"3,219 sqft",
Elmhurst,http://www.zillow.com/homedetails/0S600-Old-York-Rd-APT-203-Elmhurst-IL-60126/2124418144_zpid/,"$112,134 ","$135,000 ",60126,2 beds,,IL,0S600 Old York Rd APT 203,1 bath,725 sqft,(630) 373-9865 
Country Club Hills,http://www.zillow.com/homedetails/3825-169th-St-Country-Club-Hills-IL-60478/4230912_zpid/,"$125,915 ","$130,000 ",60478,5 beds,,IL,3825 169th St,2 baths,"1,650 sqft",(630) 379-4079 
Chicago,http://www.zillow.com/homedetails/1153-S-Plymouth-Ct-UNIT-B-Chicago-IL-60605/3873440_zpid/,"$343,304 ","$720,000 ",60605,3 beds,,IL,1153 S Plymouth Ct UNIT B,2.5 baths,"1,530 sqft",(312) 316-1658 
Chicago,http://www.zillow.com/homedetails/4551-S-Halsted-St-Chicago-IL-60609/2117884384_zpid/,"$279,831 ","$425,000 ",60609,4 beds,,IL,4551 S Halsted St,2 baths,"2,068 sqft",(800) 275-8239 
San Juan Capistrano,http://www.zillow.com/homedetails/27703-Ortega-Hwy-SPC-89-San-Juan-Capistrano-CA-92675/64646413_zpid/,"$587,168 ","$185,000 ",92675,2 beds,,CA,27703 Ortega Hwy SPC 89,2 baths,"1,536 sqft",
San Bernardino,http://www.zillow.com/homedetails/2394-Walnut-St-San-Bernardino-CA-92410/17229234_zpid/,"$266,911 ","$290,000 ",92410,4 beds,,CA,2394 Walnut St,2 baths,"1,442 sqft",(951) 250-3434 
Chicago,http://www.zillow.com/homedetails/4031-N-Melvina-Ave-Chicago-IL-60634/3652556_zpid/,"$286,001 ","$288,000 ",60634,3 beds,,IL,4031 N Melvina Ave,2 baths,"2,100 sqft",(630) 432-5922 
Grandview,http://www.zillow.com/homedetails/7601-E-126th-St-Grandview-MO-64030/2463858_zpid/,"$120,391 ","$149,500 ",64030,3 beds,,MO,7601 E 126th St,3 baths,"1,800 sqft",(816) 679-6466 
Springfield,http://www.zillow.com/homedetails/1443-S-Essex-Rd-Springfield-MO-65809/50237300_zpid/,"$231,150 ","$318,000 ",65809,4 beds,,MO,1443 S Essex Rd,3 baths,"2,852 sqft",(340) 998-4235 
Kansas City,http://www.zillow.com/homedetails/221-W-48th-St-APT-1903-Kansas-City-MO-64112/66855631_zpid/,"$257,998 ","$259,000 ",64112,2 beds,,MO,221 W 48th St APT 1903,2 baths,"1,051 sqft",
Hacienda Heights,http://www.zillow.com/homedetails/15302-Los-Altos-Dr-Hacienda-Heights-CA-91745/21490685_zpid/,"$613,148 ","$620,000 ",91745,3 beds,,CA,15302 Los Altos Dr,2 baths,"1,384 sqft",(210) 807-0228 
Washington,http://www.zillow.com/homedetails/24-E-3rd-St-Washington-MO-63090/2133045078_zpid/,"$85,722 ","$127,500 ",63090,4 beds,,MO,24 E 3rd St,2 baths,#NAME?,(636) 221-2568 
Bridgeton,http://www.zillow.com/homedetails/4223-Carrollton-Dr-APT-A-Bridgeton-MO-63044/2658532_zpid/,"$65,393 ","$88,000 ",63044,2 beds,,MO,4223 Carrollton Dr APT A,1.5 baths,"1,490 sqft",(217) 577-3679 
Fresno,http://www.zillow.com/homedetails/7623-N-Meridian-Ave-Fresno-CA-93720/18693647_zpid/,"$382,934 ","$445,170 ",93720,4 beds,,CA,7623 N Meridian Ave,2.75 baths,"2,698 sqft",(559) 907-4134 
Bolivar,http://www.zillow.com/homedetails/1204-S-Martin-St-Bolivar-MO-65613/121533606_zpid/,"$84,139 ","$84,900 ",65613,3 beds,,MO,1204 S Martin St,2 baths,"1,526 sqft",(417) 770-1443 
Joplin,http://www.zillow.com/homedetails/1602-Goetz-Blvd-Joplin-MO-64801/74906994_zpid/,"$169,212 ","$162,000 ",64801,5 beds,,MO,1602 Goetz Blvd,4 baths,"2,440 sqft",(417) 319-6070 
Saint Louis,http://www.zillow.com/homedetails/1943-Greenpoint-Dr-APT-302-Saint-Louis-MO-63122/71186974_zpid/,"$104,620 ","$115,000 ",63122,2 beds,,MO,1943 Greenpoint Dr APT 302,2 baths,"1,216 sqft",(314) 713-4823 
Pleasant Hill,http://www.zillow.com/homedetails/1408-Jay-St-Pleasant-Hill-MO-64080/97045407_zpid/,"$104,842 ","$139,900 ",64080,3 beds,,MO,1408 Jay St,2 baths,"1,107 sqft",
Eureka,http://www.zillow.com/homedetails/215-Shady-Ln-Eureka-IL-61530/5583489_zpid/,"$154,445 ","$164,000 ",61530,4 beds,,IL,215 Shady Ln,2 baths,"2,300 sqft",(309) 713-7531 
Florissant,http://www.zillow.com/homedetails/1060-Washington-St-Florissant-MO-63031/2615738_zpid/,"$97,481 ","$110,000 ",63031,3 beds,,MO,1060 Washington St,2 baths,"1,978 sqft",(314) 810-9898 
Wildwood,http://www.zillow.com/homedetails/16263-Fullerton-Meadows-Dr-Wildwood-MO-63011/2830460_zpid/,"$303,486 ","$258,000 ",63011,4 beds,,MO,16263 Fullerton Meadows Dr,3 baths,"2,534 sqft",(314) 458-6100 
Parkville,http://www.zillow.com/homedetails/6819-NW-Cross-Rd-Parkville-MO-64152/2502930_zpid/,"$228,321 ","$249,900 ",64152,5 beds,,MO,6819 NW Cross Rd,3 baths,"2,776 sqft",(816) 863-8726 
Jefferson City,http://www.zillow.com/homedetails/920-Jefferson-St-Jefferson-City-MO-65101/2104776895_zpid/,"$135,676 ","$125,000 ",65101,4 beds,,MO,920 Jefferson St,2 baths,"2,988 sqft",(573) 821-2302 
Fair Grove,http://www.zillow.com/homedetails/9803-N-Farm-Road-187-Fair-Grove-MO-65648/50220534_zpid/,"$114,309 ","$189,900 ",65648,3 beds,,MO,9803 N Farm Road 187,2 baths,"1,450 sqft",
